"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type",Environment,"Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Grocery bags (plastic)","Other bags (plastic)","Beverage bottles (glass)","Beverage bottles (plastic)","Beverage cans","Beverage sachets/pouches","Bottle caps (metal)","Bottle caps (plastic)","Cigarette butts","Cups, Plates (foam)","Cups, Plates (paper)","Cups, Plates (plastic)","Food containers (foam)","Food containers (plastic)","Food wrappers (candy, chips, etc.)","Lids (plastic)","Straws/stirrers (plastic)","Utensils (plastic)","Lines, nets, traps, ropes, etc.","Foam dock pieces","Appliances (refrigerators, washers, etc.)","Construction materials",Tires,"6-Pack holders","Foam packaging","Other plastic bottles (oil, bleach, etc.)","Strapping bands",Balloons,Clothing,E-cigarettes,"Electronic waste (phones, batteries)","Footwear (shoes/slippers)","Paper bags","Tobacco products (lighters, cigar tips, wrap)",Toys,"Other plastic waste","Other waste (metal, paper, etc.)",Condoms,"Cotton bud sticks (swabs)",Diapers,"Gloves & masks (PPE)",Syringes,"Tampons & applicators","Plastic/foam pieces","Fishing buoys, pots & traps","Fishing net & pieces","Fishing line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing gear (Clean Swell)","Other plastic/foam packaging","Tobacco packaging/wrap","Other packaging (Clean Swell)","Cigar tips","Cigarette lighters",Fireworks,"Other trash (Clean Swell)","Other tobacco (packaging, lighter, etc.)","Personal hygiene (Clean Swell)","Foam pieces","Glass pieces","Plastic pieces","Total Items Collected"
257795,"Sonoma County, CA, USA","California, USA","United States","38.3120615, -123.0520385",land,,2023-01-20,,1,,1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257796,"Sonoma County, CA, USA","California, USA","United States","38.3818001, -123.0817291",land,,2023-01-20,,1,,1,30,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257797,"Sonoma County, CA, USA","California, USA","United States","38.3818001, -123.0817291",land,,2023-01-20,,1,,1,30,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257803,"Los Angeles County, CA, USA","California, USA","United States","34.12114739529, -117.70606699724",land,,2023-01-20,"Molly Loves Trash",1,,1,0.188,0,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,5
257810,"Santa Cruz County, CA, USA","California, USA","United States","36.957939263826, -121.88705099929",land,,2023-01-21,"Hidden Beach",2,,2,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257812,"San Mateo County, CA, USA","California, USA","United States","37.50089226461, -122.26588048893",land,,2023-01-21,"Carey 3 3 Miller",2,,2,4.995,0,,1,1,2,2,,,8,5,4,3,1,,,2,17,3,3,5,,,,1,,,1,,,1,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,65
257843,"Orange County, CA, USA","California, USA","United States","33.611825611332, -117.93184566798",land,,2023-01-21,Andy,1,,1,10.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257844,"Orange County, CA, USA","California, USA","United States","33.609933410803, -117.9307762162",land,,2023-01-21,,1,,1,1,4,,,,,1,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,11
257845,"Orange County, CA, USA","California, USA","United States","33.611743786281, -117.93024961679",land,,2023-01-21,Andy,1,,1,10.2,9.7,,2,4,1,3,1,,19,4,11,2,,,1,1,2,2,3,1,,,,2,,1,33,,7,2,1,,,,,,1,,,,,,2,,,46,,,,,,,,,,,,,,,,,,152
257847,"San Mateo County, CA, USA","California, USA","United States","37.597309395133, -122.50334000483",land,,2023-01-21,"Pacific Beach Coalition",1,,1,3.186,1.0744363479492,,,,,,3,3,1,2,30,2,,,,,10,3,2,2,,,,,,,2,1,2,,3,,1,,,,,2,6,,,,7,,,8,,,,,,,,,,,,,,,,,,90
257849,"Orange County, CA, USA","California, USA","United States","33.6188829, -117.9298493",land,,2023-01-21,"Crean Lutheran",2,,2,0.583,0,,,1,,,,1,,12,1,,,,,,10,1,7,,,,,,,,,,1,1,,,,,,,,,1,,,,4,,,209,,,,,,,,,,,,,,,,,,249
257850,"San Mateo County, CA, USA","California, USA","United States","37.649243649077, -122.49133150137",land,,2023-01-21,"Pacific Beach Coalition - Terri Brown",1,,1,31.285,0.24012278450044,,2,3,2,9,7,,2,2,25,,3,3,,,7,3,2,2,,,,5,,,,,3,,13,,,,2,6,,,78,,1,,10,,,7,,,,,,,,,,,,,,,,,,197
257851,"Mendocino County, CA, USA","California, USA","United States","39.488735341866, -123.78883421446",land,,2023-01-21,"Noyo Center for Marine Science",3,,3,6,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257852,"Los Angeles County, CA, USA","California, USA","United States","33.835881451232, -118.39011579865",land,,2023-01-21,,1,,1,2.033,0.22028232626093,,,4,,,,,2,39,6,1,1,5,,4,21,2,23,1,,,,,,,,,,,,,,,,,,,5,,,,1,,,86,,,,,,,,,,,,,,,,,,201
257853,"Orange County, CA, USA","California, USA","United States","33.474695300715, -117.63275387708",land,,2023-01-21,"Pacific Beach Coalition",1,,1,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257854,"Orange County, CA, USA","California, USA","United States","33.423689855369, -117.6223574792",land,,2023-01-21,"Pacific Beach Coalition",1,,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257855,"Los Angeles County, CA, USA","California, USA","United States","33.75364416, -118.13730711",land,,2023-01-21,CSULB,2,,2,2.665,0.49470018041154,,,5,,6,2,4,1,7,3,,,,,,7,3,14,3,,,,,,,8,,1,,,,,2,,3,,,1,,,,,2,,20,,,,,,,,,,,,,,,,,,92
257857,"Los Angeles County, CA, USA","California, USA","United States","34.015687638925, -118.82260576833",land,,2023-01-21,"Wilserness Cleanup Club",23,,23,40.906584,3,,5,8,8,10,5,6,10,12,6,5,7,2,5,3,10,7,9,3,,2,,3,1,1,2,1,3,,4,1,1,,6,1,1,2,4,3,,,1,,,26,,,,,,,,,,,,,,,,,,184
257858,"Los Angeles County, CA, USA","California, USA","United States","34.015639023887, -118.8225479332",land,,2023-01-21,"Wilserness Cleanup Club",1,,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257860,"Los Angeles County, CA, USA","California, USA","United States","34.015238215649, -118.81812089011",land,,2023-01-21,"Wilserness Cleanup Club",23,,23,0.115,0.25713492504593,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
257861,"Los Angeles County, CA, USA","California, USA","United States","34.015611535647, -118.8225451377",land,,2023-01-21,"Wilserness Cleanup Club",23,,23,0.184,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,184
257866,"Alameda County, CA, USA","California, USA","United States","37.5824091, -122.0504699",land,,2023-01-21,,2,,2,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257867,"Alameda County, CA, USA","California, USA","United States","37.5824091, -122.0504699",land,,2023-01-21,,2,,2,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257868,"Alameda County, CA, USA","California, USA","United States","37.6281399, -122.0292684",land,,2023-01-21,,2,,2,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257874,"San Mateo County, CA, USA","California, USA","United States","37.600051527523, -122.50057133312",land,,2023-01-18,"Pacifica beach coalition",1,,1,28.541,0,,,,,,,,,2,1,,,,,,1,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,,12,,,,,,,,,,,,,,,,,,22
257878,"San Mateo County, CA, USA","California, USA","United States","37.588144452539, -122.49289934329",land,,2023-01-21,"Pacifica beach coalition",2,,2,1.135,0.36396637834965,,,,,2,1,,1,,12,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,6,,,,2,,,,,,,,,,,,,,,,,,,,,27
257879,"Santa Clara County, CA, USA","California, USA","United States","37.446800299682, -122.09164077009",land,,2023-01-21,,1,,1,33.12,0.16592374608132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,67
257881,"Orange County, CA, USA","California, USA","United States","33.82811, -118.03833",land,,2023-01-21,"Pacific Beach Coalition",2,,2,11.57,0.2305,,4,,1,4,7,3,,2,27,,,5,1,3,7,2,3,2,,,,1,,,,,,,,,,,,,,,72,,,,2,,,11,,,,,,,,1,,,,,3,,,,,161
257882,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257883,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257884,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257885,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257886,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257887,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257888,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257889,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257890,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.583,4.6907892118777,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257891,"Alameda County, CA, USA","California, USA","United States","37.565304430963, -122.0311932776",land,,2023-01-22,,2,,2,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257892,"San Mateo County, CA, USA","California, USA","United States","37.457651771438, -122.2494128097",land,,2023-01-22,walter,1,,1,1.801,0.7565595369982,,,16,,1,,1,,,,,,,,,20,7,,1,,,,,,,,1,,13,,,,,,,,3,,,,,,,1,35,,,,,,,,,,,,,,,,,,99
257893,"Santa Barbara County, CA, USA","California, USA","United States","34.440433761034, -119.76314919463",land,,2023-01-21,"Annika & Lydia",2,,2,46.6,3.8,,,2,2,8,5,,3,8,,1,1,,,3,3,2,5,,2,1,,7,,,2,4,1,,2,1,,,,2,10,18,11,,,,,,,32,,,,,,,,,,,,,,,,,,136
257894,"Santa Cruz County, CA, USA","California, USA","United States","36.957958164459, -121.8869522776",land,,2023-01-22,"Hidden Beach",1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257920,"San Diego County, CA, USA","California, USA","United States","32.752950225932, -117.25136593776",land,,2023-01-22,"san diego whale watch",3,,3,0.01,0.048651304786197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257926,"Alameda County, CA, USA","California, USA","United States","37.565399870848, -122.03112829412",land,,2023-01-22,,1,,1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257927,"San Diego County, CA, USA","California, USA","United States","32.7559746, -117.2511508",land,,2023-01-22,"San Diego Whale Watch",2,,2,4.653,0,,2,8,2,4,1,3,4,10,46,4,3,5,4,,4,,2,5,,,,,,,5,1,,,1,,,,,,,6,5,,,,2,,,15,,,,,,,,,,,,,,,,,,142
257929,"San Diego County, CA, USA","California, USA","United States","32.753420946222, -117.25156988912",land,,2023-01-22,"san diego whale watch",2,,2,15.613,0.025041656173303,,,3,,1,,2,,,1,,2,,,,1,,,,1,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,17
257930,"San Diego County, CA, USA","California, USA","United States","32.754212000159, -117.25157957515",land,,2023-01-22,"LeeshKat Trashbusters",2,,2,4.81,0.35224889096195,,,17,1,4,,3,,,29,5,,2,2,,12,,7,,,,,,,,3,,,,5,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,99
257931,"San Diego County, CA, USA","California, USA","United States","32.753418702663, -117.25163083534",land,,2023-01-22,"San Diego Whale Watch",2,,2,11.36,0,,2,3,,2,2,1,,1,20,1,4,2,2,3,20,1,,2,,,,3,,,,,2,,,,,,,1,2,1,6,,,,,,,15,,,,,,,,,,,,,,,,,,96
257932,"San Diego County, CA, USA","California, USA","United States","32.752948387464, -117.25107261778",land,,2023-01-22,"San Diego Whale Watch",3,,3,7,0.1,,2,,,5,11,,,4,6,,,2,,1,9,2,6,,2,,,,,,1,1,4,,1,,,1,,1,4,11,3,,,,,,1,17,,,,,,,,,,,,,,,,,,95
257933,"San Diego County, CA, USA","California, USA","United States","32.753322179455, -117.25160145547",land,,2023-01-22,"San Diego Whale Watch",2,,2,8.441,0.75513845310788,,,1,2,2,,,,2,3,,,2,,,3,2,,1,,,,,,,1,2,,1,,,1,1,,5,1,15,25,,,,1,,,,,,,,,,,,,,,,,,,,,71
257934,"Santa Barbara County, CA, USA","California, USA","United States","34.419088610419, -119.6290071102",land,,2023-01-22,"kana wolf",1,,1,131.79,0.099527376584318,,,1,,1,,,2,2,,,3,1,1,,1,1,4,1,,,1,1,,,1,,2,,,,,,,,1,2,,,,,,,,6,,,,,,,,,,,,,,,,,,32
257935,"San Diego County, CA, USA","California, USA","United States","32.75324146732, -117.25152631301",land,,2023-01-22,"whale watch",3,,3,25,0,,2,5,,,,,7,,16,,,11,,10,10,10,5,,,36,,,,,1,10,,,,,,1,,,,10,1,,17,,,,,95,,,,,,,,,,,,,,,,,,247
257936,"San Diego County, CA, USA","California, USA","United States","32.753100300139, -117.25114438043",land,,2023-01-22,"San Diego whale watch",1,,1,46.567,0.99637766306904,,2,1,2,4,2,1,1,9,107,,,3,,,22,5,2,,1,,,3,1,1,,1,1,,8,,2,,,1,,,43,2,2,,,,1,56,,,,,,,,,,,,,,,,,,284
257937,"San Diego County, CA, USA","California, USA","United States","32.753330944136, -117.25184256222",land,,2023-01-22,"San Diego Whale Watch",3,,3,34.735,0.24941945513258,,,,,,,,1,6,3,,,,,,2,,3,,4,,,1,,,,,,1,,,1,,,,6,,6,,,,1,,,237,,,,,,,,,,,,,,,,,,272
257938,"San Diego County, CA, USA","California, USA","United States","32.753757037738, -117.25113836073",land,,2023-01-22,SDwhalewatch,2,,2,32.558,0,,7,15,1,18,19,,3,4,13,10,6,6,2,6,15,12,1,1,,8,,,,,4,,,,3,,,,3,5,,27,97,,,,3,,,32,,,,,,,,,,,,,,,,,,321
257940,"San Mateo County, CA, USA","California, USA","United States","37.66366843, -122.49250429",land,,2023-01-22,"Pacific Beach Coalition",1,,1,11.059,0.99844877741252,,,3,4,4,7,,,,4,5,3,4,,,,,,,,,,,,,1,,,,1,,,,1,,,4,52,,,,1,,,,,,,,,,,,,,,,,,,,,94
257941,"San Diego County, CA, USA","California, USA","United States","32.753458318567, -117.25160720426",land,,2023-01-23,"San Diego Whale Watch",2,,2,1.37,0.013162466524374,,2,3,,,,1,3,12,24,,,,1,1,6,,7,4,,,,,,,,,6,1,,1,1,,,1,,2,3,,,,,,,30,,,,,,,,,,,,,,,,,,109
257947,"Alameda County, CA, USA","California, USA","United States","37.856825902162, -122.25570850086",land,,2023-01-23,,1,,1,15,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257957,"San Mateo County, CA, USA","California, USA","United States","37.650446373505, -122.48967455552",land,,2023-01-23,"PBC jason mcarthur ocean class",15,,15,0.29,0,,,,,2,,,,,28,,,,,,1,,2,,,,,,,,,,,,,,,,,3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,42
257959,"Los Angeles County, CA, USA","California, USA","United States","34.112814969377, -117.6995077225",land,,2023-01-23,"Molly Loves Trash",1,,1,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4
257961,"San Mateo County, CA, USA","California, USA","United States","37.66373759, -122.49311306",land,,2023-01-23,"Pacific Beach Coalition",1,,1,4.733,0,,,1,,1,,,,,,,1,1,,,11,,1,,,,,,,,,,,,,,,,,,1,8,20,,,,3,,,,,,,,,,,,,,,,,,,,,48
257962,"San Mateo County, CA, USA","California, USA","United States","37.66850732, -122.49449639",land,,2023-01-23,"Pacific Beach Coalition",1,,1,0.412,0.3132575853576,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6
257963,"San Bernardino County, CA, USA","California, USA","United States","34.107896310631, -117.66950141929",land,,2023-01-23,"Molly Loves Trash",1,,1,0.571,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5
257964,"Riverside County, CA, USA","California, USA","United States","33.836765186893, -117.5472173934",land,,2023-01-23,,1,,1,0.048,0,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
257967,"San Mateo County, CA, USA","California, USA","United States","37.579545797815, -122.36040584754",land,,2023-01-24,"Carey 4K",1,,1,0.064,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
257968,"San Mateo County, CA, USA","California, USA","United States","37.6565788, -122.4284342",land,,2023-01-24,"the loud crowd",1,,1,0.139,0,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5
257969,"Ventura County, CA, USA","California, USA","United States","34.40996169, -118.79454993",land,,2023-01-24,"Hill People",1,,1,8.069,0,,2,3,1,5,3,1,3,10,9,2,2,3,,,15,7,3,5,,,,,,,,,1,,5,,,,,6,1,4,25,,1,,4,,,35,,,,,,,,,,,,,,,,,,156
257972,"San Mateo County, CA, USA","California, USA","United States","37.542277009886, -122.51081960247",land,,2023-01-24,"Daily Walk",1,,1,1,3,,,1,,,,,,6,,,,,,,1,,2,1,1,3,,1,,,,,,,,,,,,,2,10,,,,,,,,10,,,,,,,,,,,,,,,,,,38
257977,"Alameda County, CA, USA","California, USA","United States","37.565444883873, -122.03103822259",land,,2023-01-24,,2,,2,9.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257987,"Los Angeles County, CA, USA","California, USA","United States","34.132890952783, -118.27307470154",land,,2023-01-24,MotherEarth,1,,1,5.045,0.74145540468958,,1,2,4,3,,5,10,10,11,1,1,,1,1,7,1,2,1,,,,,,,,,,2,,1,4,2,1,,,1,,6,,,1,1,,3,,,,,,,,,,,,,,,,,,83
257990,"San Mateo County, CA, USA","California, USA","United States","37.64946731, -122.49305953",land,,2023-01-24,"Pacific Beach Coalition",1,,1,14.685,0.37540541565884,,,2,,2,2,,,,2,,1,3,2,1,13,1,1,2,,,,,,,,,,,,,,,,,,12,88,,,,2,,,,,,,,,,,,,,,,,,,,,134
258000,"San Mateo County, CA, USA","California, USA","United States","37.66413975, -122.4928437",land,,2023-01-25,"Pacific Beach Coalition",1,,1,7.387,0.50066595291664,,,3,,,13,,,,2,,2,,1,,7,,,3,,,,,,,,,,,1,,,,,,,13,33,,,,2,,,2,,,,,,,,,,,,,,,,,,82
